SNPName	SNPChr	SNPChrPos	ProbeName	ProbeChr	ProbeCenterChrPos	OverallZScore
cg03281139	19	3451135	ENSG00000060558	19	3149979	8.7010669
cg08698936	6	29689809	ENSG00000204642	6	29698428	-8.6905897
cg07173823	1	45190471	ENSG00000198520	1	45165813	-8.6889675
cg02493846	1	151809534	ENSG00000143365	1	151791447	8.6875733
cg10154880	7	98603454	ENSG00000164713	7	97909426	-8.686614
cg08345082	10	99160200	ENSG00000052749	10	99138621	8.6839598
cg08085199	16	69170548	ENSG00000103056	16	68437411	-8.6813659
cg16001613	11	60869553	ENSG00000013725	11	60763482	-8.6793991
cg20804831	3	131080531	ENSG00000246082	3	131082354	8.6771245
cg27021181	10	5488346	ENSG00000173848	10	5477470	8.6753221
cg09114153	11	2322281	ENSG00000064201	11	2331328	8.6738624
cg26320504	7	157809337	ENSG00000155093	7	157856115	-8.6734283
cg16611967	16	90144006	ENSG00000260528	16	90206275	8.6711124
cg11669516	2	217501044	ENSG00000115457	2	217513355	-8.6690666
cg27315249	16	450514	ENSG00000103202	16	453546	-8.6679162
cg00293644	1	32674293	ENSG00000004455	1	33510091	-8.664772
cg13203135	21	45565280	ENSG00000160221	21	45559546	-8.6567637
cg22165685	10	135051244	ENSG00000151650	10	135053304	-8.6559144
cg05554494	16	3306685	ENSG00000010539	16	3279273	-8.6557711
cg06975311	11	65407351	ENSG00000110046	11	64673364	-8.6545931
cg07507446	6	29928314	ENSG00000206503	6	29911349	-8.6542802
cg14839837	8	1834174	ENSG00000104728	8	1839474	8.6440743
cg20098015	22	50971092	ENSG00000130487	22	50987956	8.6390095
cg16795804	2	37384523	ENSG00000055332	2	37355280	8.638886
cg07809484	19	51231968	ENSG00000105472	19	51227780	-8.6365824
cg19802477	19	54850396	ENSG00000239961	19	54847438	8.6339384
cg05260466	3	27756613	ENSG00000163508	3	27760823	8.6318275
cg09026253	11	313267	ENSG00000185885	11	314389	-8.627642
cg11694510	11	313306	ENSG00000185885	11	314389	8.627314
cg06012011	6	30852713	ENSG00000204580	6	30856065	8.6230859
cg08043656	13	52419383	ENSG00000102796	13	52360211	8.6143279
cg24872571	19	41129881	ENSG00000105205	19	40225279	8.6134822
cg04702940	11	66084551	ENSG00000174807	11	66083236	-8.6100485
cg08094206	6	30122523	ENSG00000137312	6	30702998	8.6095637
cg06795233	2	219737344	ENSG00000115596	2	219731749	8.6082064
cg02264943	11	130785842	ENSG00000120451	11	130765867	-8.6079962
cg03709428	6	31275741	ENSG00000225851	6	31349958	-8.6066907
cg09327358	16	27279448	ENSG00000169189	16	27258213	-8.6034354
cg06180606	16	450904	ENSG00000103202	16	453546	-8.6031841
cg21020710	19	58739755	ENSG00000196724	19	58440006	8.6022263
cg16997642	7	27184111	ENSG00000106004	7	27181979	-8.5992215
cg12633154	6	30039387	ENSG00000204632	6	29796823	8.5991539
cg02039400	3	195934057	ENSG00000163958	3	195931314	8.5977429
cg03540622	3	42706066	ENSG00000114853	3	42702124	-8.5973774
cg22189786	22	42395019	ENSG00000183066	22	42424594	-8.5968381
cg05552035	8	37699239	ENSG00000020181	8	37672061	8.5946904
cg02558476	16	2880278	ENSG00000162078	16	2884568	8.5947866
cg24167652	19	58740699	ENSG00000198131	19	58764387	-8.5907985
cg09977718	17	78854273	ENSG00000175866	17	79050090	-8.5882806
cg19921581	1	46859632	ENSG00000117480	1	46869728	-8.5836984
cg27258561	6	31275719	ENSG00000234745	6	31323307	8.5837872
cg05163330	13	114104057	ENSG00000153531	13	114092049	8.5834883
cg11955491	8	2092909	ENSG00000036448	8	2053315	8.581352
cg11935738	6	29520752	ENSG00000204632	6	29796823	-8.5801817
cg21439672	12	7260498	ENSG00000139178	12	7252026	-8.57735
cg14763104	11	2406336	ENSG00000110651	11	2408028	-8.5739089
cg03207666	7	27183950	ENSG00000106004	7	27181979	-8.5735136
cg01798813	17	3906674	ENSG00000161905	17	4539893	8.5691533
cg11740103	7	150020945	ENSG00000127399	7	150027483	8.5674541
cg06603309	11	2724144	ENSG00000110651	11	2408028	8.5670897
cg03055440	11	59950405	ENSG00000110077	11	59945610	-8.5654068
cg26962778	5	140740389	ENSG00000178913	5	140699193	8.5636556
cg00937691	6	29796105	ENSG00000206503	6	29911349	8.5612897
cg06339573	7	157372214	ENSG00000155093	7	157856115	8.5538735
cg23530553	17	46622536	ENSG00000173917	17	46620848	8.5537062
cg18342026	6	29520998	ENSG00000204632	6	29796823	-8.5533802
cg20366479	2	217501077	ENSG00000115457	2	217513355	-8.5513172
cg19704630	17	3872385	ENSG00000182557	17	4364243	-8.5441627
cg22438810	9	130911792	ENSG00000136830	9	130304443	-8.5434462
cg15601264	17	54864697	ENSG00000183691	17	54672005	-8.5433368
cg25764570	6	32407241	ENSG00000223534	6	32628081	8.5410933
cg26723847	11	134095652	ENSG00000166086	11	133980358	8.5407946
cg08776014	21	43182991	ENSG00000183421	21	43173397	-8.5395905
cg20210647	21	45560984	ENSG00000160221	21	45559546	-8.5385991
cg12360029	19	53696575	ENSG00000197497	19	53679552	8.5379423
cg02404349	15	60862256	ENSG00000069667	15	61151000	-8.5348021
cg21826978	6	32823540	ENSG00000240065	6	32819637	-8.5313008
cg04717802	22	42394638	ENSG00000183066	22	42424594	-8.5274255
cg01564665	1	2373807	ENSG00000149527	1	2397194	-8.5274533
cg19439071	17	74557625	ENSG00000070731	17	74571415	8.5271484
cg16538674	6	32335060	ENSG00000237541	6	32712055	-8.5261045
cg08861091	19	51891291	ENSG00000105370	19	51887188	-8.5261996
cg07180212	17	74557703	ENSG00000070731	17	74571415	8.5151967
cg19905757	15	68924127	ENSG00000103647	15	68945726	-8.5100806
cg05221370	7	110738836	ENSG00000173114	7	110748286	-8.5059324
cg24932628	13	53603157	ENSG00000102837	13	53614513	-8.5054948
cg07179033	6	30039548	ENSG00000204632	6	29796823	-8.5026235
cg23003117	6	31466129	ENSG00000137312	6	30702998	8.4983511
cg24911283	4	24780321	ENSG00000181982	4	24894782	-8.4971761
cg27457201	17	78854232	ENSG00000175866	17	79050090	8.4972167
cg27017580	14	105717038	ENSG00000211899	14	106321336	8.4959179
cg15453708	7	151493599	ENSG00000164885	7	150753258	-8.4953607
cg01073332	20	62574023	ENSG00000198276	20	62579477	8.4933761
cg06371091	10	105407543	ENSG00000107957	10	105481793	8.4926957
cg02915803	1	1606244	ENSG00000189339	1	1608553	-8.4916061
cg01817364	5	43037411	ENSG00000177721	5	43041303	-8.4912528
cg15063443	6	30900512	ENSG00000137312	6	30702998	-8.4908215
cg09978077	22	42229983	ENSG00000198911	22	42266210	8.4888116
cg17022232	6	32908239	ENSG00000223865	6	33049340	-8.4880429
cg17331920	17	4081325	ENSG00000182557	17	4364243	8.4872688
cg11070172	14	23586764	ENSG00000155465	14	23270730	8.4865266
cg01140143	6	33039396	ENSG00000223865	6	33049340	-8.485991
cg17413460	12	96367254	ENSG00000180263	12	95540891	8.4839876
cg12179641	6	32188356	ENSG00000237541	6	32712055	8.4798837
cg22525581	12	54439112	ENSG00000198353	12	54430264	8.4790876
cg07328351	21	48026298	ENSG00000160310	21	48070057	-8.4780979
cg00030604	1	2379783	ENSG00000149527	1	2397194	-8.4764071
cg04291079	14	101294382	ENSG00000214548	14	101286557	-8.4751497
cg21476000	12	54430684	ENSG00000198353	12	54430264	-8.4749894
cg13672300	19	52901259	ENSG00000167555	19	52911383	-8.474798
cg02695062	6	30851369	ENSG00000204580	6	30856065	8.4744411
cg03983837	11	2323753	ENSG00000064201	11	2331328	8.4724822
cg02979711	6	29855290	ENSG00000238024	6	29961184	8.4722138
cg04424621	6	27101941	ENSG00000197903	6	27110346	8.4690127
cg11857238	6	30122545	ENSG00000137312	6	30702998	8.4676804
cg22851200	7	100465785	ENSG00000087077	7	100467918	-8.4640626
cg26880239	1	167472387	ENSG00000198821	1	167443862	8.4627683
cg27616007	6	31554781	ENSG00000204475	6	31558717	8.4599634
cg22434506	12	6657818	ENSG00000010610	12	6912999	-8.4586551
cg05318454	19	46117757	ENSG00000012061	19	45946338	-8.4561381
cg15986644	10	516635	ENSG00000151240	10	527906	8.4523633
cg14438453	6	39786566	ENSG00000146122	6	39816395	8.4515749
cg21213853	3	51741473	ENSG00000164082	3	51746857	-8.450328
cg26211800	6	3848815	ENSG00000145945	6	3850585	8.4500585
cg09379485	19	53758297	ENSG00000197928	19	53744864	8.4488896
cg27621897	17	13965812	ENSG00000141028	17	13928396	8.4437084
cg14655316	5	138861855	ENSG00000171604	5	139045175	-8.441916
cg06758827	5	14492774	ENSG00000145569	5	14598500	8.4407129
cg26730543	6	30039600	ENSG00000204632	6	29796823	-8.439651
cg26598899	11	2321752	ENSG00000064201	11	2331328	8.4383333
cg03226054	6	30907353	ENSG00000204580	6	30856065	-8.4374452
cg25539628	8	8188435	ENSG00000182319	8	8209633	-8.4337275
cg19328294	16	2908554	ENSG00000005001	16	2905449	-8.4334
cg21913886	1	15485346	ENSG00000171729	1	15513002	8.4335347
cg06181470	3	42705925	ENSG00000114853	3	42702124	-8.4328445
cg10930308	6	30039428	ENSG00000204632	6	29796823	-8.431639
cg07513332	6	167530253	ENSG00000112486	6	167539239	-8.4310789
cg13541073	17	61505561	ENSG00000008283	17	61516702	8.431336
cg18786623	6	29894002	ENSG00000235821	6	29718715	-8.4286373
cg19070398	20	810805	ENSG00000125898	20	820640	-8.4243533
cg06710464	17	79047695	ENSG00000175866	17	79050090	8.423572
cg17508302	1	161575716	ENSG00000225217	1	161577044	-8.4167496
cg07267845	7	157345518	ENSG00000155093	7	157856115	-8.415785
cg13969584	16	90038469	ENSG00000177946	16	90037574	8.4128514
cg26668989	1	110186163	ENSG00000213366	1	110231408	8.4117158
cg22154659	7	27134321	ENSG00000106004	7	27181979	8.4112689
cg04505750	1	12774815	ENSG00000120949	1	12163849	8.410916
cg19268695	1	111743411	ENSG00000143110	1	112018774	8.4109168
cg07875328	12	54866984	ENSG00000170627	12	54858560	8.4066354
cg24847621	6	30122517	ENSG00000137312	6	30702998	8.4062464
cg09667013	22	42394542	ENSG00000183066	22	42424594	-8.4046087
cg08941355	7	27133058	ENSG00000106004	7	27181979	8.4026202
cg07890839	15	67359477	ENSG00000166949	15	67421817	8.401631
cg08291996	19	58791159	ENSG00000179909	19	58214657	-8.3998781
cg19331040	6	30882160	ENSG00000204580	6	30856065	-8.398622
cg17648076	2	191888150	ENSG00000115415	2	191857385	-8.3985652
cg15466952	1	65889807	ENSG00000162434	1	65365549	8.3961628
cg07056138	8	103120260	ENSG00000104490	8	102917953	8.3953911
cg27501645	15	41795039	ENSG00000062524	15	41800960	-8.3948488
cg07118000	8	37656198	ENSG00000020181	8	37672061	8.3945569
cg08601673	16	2083393	ENSG00000065054	16	2082192	8.3938732
cg07689252	2	242713968	ENSG00000180902	2	242691112	-8.3909175
cg01551177	14	100761757	ENSG00000197119	14	100765166	8.389889
cg03223076	3	48698510	ENSG00000008300	3	48687125	-8.3874201
cg07083818	19	18385624	ENSG00000130475	19	17878952	8.3876998
cg00285394	8	126011954	ENSG00000104549	8	126022632	8.3857508
cg04464719	17	3824422	ENSG00000161905	17	4539893	8.3848049
cg05409218	3	27756803	ENSG00000163508	3	27760823	8.3842681
cg22720041	19	44952677	ENSG00000267508	19	44896116	-8.3823443
cg00697290	3	22410416	ENSG00000151789	3	21937363	-8.3802099
cg05556202	3	196065058	ENSG00000145107	3	196054163	-8.3789277
cg08698605	19	8273643	ENSG00000090661	19	8299462	8.376821
cg14331899	11	61125312	ENSG00000156738	11	60230729	8.3724771
cg12869334	8	37699360	ENSG00000020181	8	37672061	8.371336
cg23775991	6	30709622	ENSG00000137312	6	30702998	-8.3701231
cg18081818	7	23246057	ENSG00000136235	7	23295156	8.3694667
cg20287234	2	231789417	ENSG00000135898	2	231798907	8.3678112
cg03172931	19	8677774	ENSG00000142303	19	8660373	8.3671073
cg11406274	6	29856564	ENSG00000235821	6	29718715	-8.3645817
cg11866719	14	60336385	ENSG00000139970	14	60200189	-8.3641325
cg10471944	7	157345246	ENSG00000155093	7	157856115	8.3635277
cg19566405	17	33759965	ENSG00000267547	17	33731124	-8.3627861
cg26250449	17	44195859	ENSG00000266918	17	43610073	-8.3623664
cg02015909	16	67034437	ENSG00000172824	16	67033076	8.3577551
cg11525409	2	74236068	ENSG00000115318	2	74771179	8.355879
cg07876450	8	1740065	ENSG00000104728	8	1839474	-8.3551221
cg09712234	16	30614413	ENSG00000149932	16	29968289	-8.3541158
cg07753337	19	50060306	ENSG00000126460	19	50089087	8.3511634
cg04825215	6	31466674	ENSG00000137312	6	30702998	-8.3507934
cg12048225	6	32808669	ENSG00000240065	6	32819637	-8.3494686
cg15153118	2	242798478	ENSG00000188389	2	242796546	8.348285
cg19421218	3	114012611	ENSG00000181847	3	114012447	8.3468059
cg05508084	19	56988398	ENSG00000166770	19	57000327	-8.3431395
cg16655385	6	31334836	ENSG00000204520	6	31377224	-8.3426107
cg08198540	14	22963819	ENSG00000211821	14	22891697	8.3376249
cg12609785	17	43660823	ENSG00000263503	17	43678970	-8.3333804
cg26069562	6	29691933	ENSG00000204642	6	29698428	-8.3330237
cg00723041	22	42304331	ENSG00000198911	22	42266210	-8.3307191
cg20715953	6	27802769	ENSG00000197903	6	27110346	8.330889
cg16639692	5	43037666	ENSG00000177721	5	43041303	8.3297206
cg24192482	19	58111769	ENSG00000196724	19	58440006	8.3283358
cg02389931	10	422076	ENSG00000151240	10	527906	-8.3254576
cg08460078	6	29829406	ENSG00000235821	6	29718715	-8.3252509
cg08596817	11	320881	ENSG00000142089	11	323603	-8.3215272
cg01632474	2	242799312	ENSG00000188389	2	242796546	8.3161025
cg17969560	11	65324720	ENSG00000168056	11	65316338	8.3124325
cg19232748	6	351313	ENSG00000112679	6	321726	8.3101823
cg01067405	19	54850369	ENSG00000239961	19	54847438	-8.3069178
cg23522194	19	48565189	ENSG00000105499	19	48582587	8.3054017
cg23673107	19	11908712	ENSG00000171291	19	11977053	8.3035215
cg26589785	15	41795304	ENSG00000062524	15	41800960	-8.3009574
cg15727524	7	157531216	ENSG00000155093	7	157856115	-8.3004239
cg19382642	6	30071448	ENSG00000204632	6	29796823	-8.2987553
cg05174890	17	33759986	ENSG00000267547	17	33731124	-8.2982073
cg16206678	6	30122104	ENSG00000204632	6	29796823	8.296012
cg15820961	6	32558459	ENSG00000196126	6	32552085	8.2959187
cg08849574	19	58125905	ENSG00000196724	19	58440006	-8.2948945
cg10501210	1	207997020	ENSG00000174059	1	208071170	-8.2947351
cg03228974	6	30067855	ENSG00000206503	6	29911349	-8.2913141
cg25420482	6	31519182	ENSG00000204520	6	31377224	8.2908268
cg18906596	17	4151425	ENSG00000182557	17	4364243	8.288058
cg13396738	6	30850718	ENSG00000204580	6	30856065	-8.2877987
cg21493505	19	56879370	ENSG00000196263	19	57030401	8.2786832
cg02639080	6	28874706	ENSG00000204713	6	28881272	8.2759149
cg01378158	16	67312260	ENSG00000196155	16	67317407	8.2755191
cg23712018	6	30039132	ENSG00000204632	6	29796823	8.2743898
cg27531490	6	31542459	ENSG00000204520	6	31377224	8.2715114
cg25282976	17	79005047	ENSG00000175866	17	79050090	8.2709964
cg07971188	6	31431100	ENSG00000206337	6	31406881	8.2705043
cg06327746	11	8190786	ENSG00000166405	11	8159099	8.269404
cg03274391	3	22413232	ENSG00000151789	3	21937363	-8.2669878
cg10504000	11	2402343	ENSG00000110651	11	2408028	8.2666186
cg17833071	6	33084722	ENSG00000231389	6	33040449	-8.2642639
cg13808979	6	31093153	ENSG00000206344	6	31168641	8.2641551
cg12155963	7	150147553	ENSG00000133574	7	150267703	8.2628732
cg00360794	15	41803802	ENSG00000062524	15	41800960	8.261256
cg04177826	22	50985681	ENSG00000130487	22	50987956	-8.2602665
cg19593490	6	29943188	ENSG00000235821	6	29718715	8.2571806
cg18956355	17	63534340	ENSG00000168646	17	63541223	-8.2566296
cg21792134	3	121491382	ENSG00000114013	3	121807098	-8.2555069
cg06432119	11	281468	ENSG00000174885	11	281862	-8.2551051
cg09251764	17	6659070	ENSG00000132530	17	6668866	8.2548569
cg25784220	19	58609602	ENSG00000196724	19	58440006	-8.2538864
cg03111818	12	14927076	ENSG00000246705	12	14929103	8.2517048
cg19875656	3	46759048	ENSG00000206549	3	46803834	8.2490182
cg03991592	16	303144	ENSG00000167930	16	302243	8.2491507
cg07145038	5	55374466	ENSG00000134352	5	55260872	-8.2463345
cg13498610	15	90172196	ENSG00000242498	15	90449673	8.2457818
cg01569173	8	98288910	ENSG00000180543	8	98287946	8.2447585
cg01570885	6	3849224	ENSG00000145945	6	3850585	-8.2425672
cg16210395	15	57802103	ENSG00000247982	15	57596261	-8.2409961
cg05849772	16	303182	ENSG00000167930	16	302243	8.2401427
cg14886059	19	58545001	ENSG00000196724	19	58440006	-8.2358286
cg00664406	3	51740875	ENSG00000164082	3	51746857	-8.2356889
cg22388472	1	2365763	ENSG00000149527	1	2397194	8.233349
cg18995788	8	62673396	ENSG00000198363	8	62520135	-8.2323473
cg23549902	7	5184155	ENSG00000159904	7	5172523	8.2310052
cg24529722	6	31846876	ENSG00000234745	6	31323307	8.2263314
cg24150157	19	51891210	ENSG00000105370	19	51887188	8.2256507
cg22403266	7	45962090	ENSG00000146674	7	45956711	-8.2252652
cg00528492	6	32408815	ENSG00000196126	6	32552085	8.225561
cg25098793	1	55332551	ENSG00000116133	1	55334098	-8.2180509
cg19938199	15	63233164	ENSG00000103642	15	63424129	8.2182748
cg03575189	17	44344142	ENSG00000266918	17	43610073	8.2179495
cg15823461	11	60699566	ENSG00000156738	11	60230729	-8.2154197
cg02834449	16	85786062	ENSG00000154102	16	85754212	8.2151446
cg06800849	16	89180539	ENSG00000003249	16	90078904	8.2118131
cg26033526	6	32819858	ENSG00000168394	6	32817370	8.2112714
cg17806418	6	29599271	ENSG00000204681	6	29562579	8.2113731
cg00470817	12	6741834	ENSG00000184574	12	6736807	-8.2107817
cg08823209	19	35611627	ENSG00000012124	19	35824211	8.2092863
cg26806924	20	33759969	ENSG00000101000	20	33762520	8.2060572
cg21101631	5	140874524	ENSG00000178913	5	140699193	8.205868
cg03336334	15	29407939	ENSG00000034053	15	29270073	8.2000217
cg08350509	19	3028220	ENSG00000065717	19	3022634	-8.1995052
cg11829870	22	50988403	ENSG00000130487	22	50987956	-8.1961612
cg00844197	19	55661282	ENSG00000105048	19	55652442	8.1952491
cg06687504	6	167263406	ENSG00000112486	6	167539239	-8.194707
cg07834396	10	23385931	ENSG00000148450	10	23397688	8.1948985
cg14117297	19	4301870	ENSG00000167664	19	4297328	8.1949522
cg17485265	6	3848790	ENSG00000145945	6	3850585	8.1949667
cg27367170	10	5488628	ENSG00000173848	10	5477470	-8.1942284
cg01384143	3	62304554	ENSG00000114405	3	62313268	8.1901191
cg02250400	8	37698572	ENSG00000020181	8	37672061	8.1898593
cg05789250	6	31804306	ENSG00000204387	6	31804963	-8.1893517
cg26502127	6	29943056	ENSG00000235821	6	29718715	-8.1881851
cg11285284	6	30708964	ENSG00000137312	6	30702998	-8.1871407
cg11839940	6	143378390	ENSG00000146416	6	143521537	8.1869753
cg13803976	2	87016081	ENSG00000172116	2	87065754	-8.1819934
cg04788957	10	105438008	ENSG00000107957	10	105481793	8.1818355
cg00292135	7	156433020	ENSG00000244291	7	156432202	-8.176674
cg02645368	10	135051233	ENSG00000151650	10	135053304	-8.17413
cg13036546	6	30460528	ENSG00000204642	6	29698428	-8.1724149
cg04007531	6	29933511	ENSG00000238024	6	29961184	8.1695497
cg25285646	6	31380384	ENSG00000234745	6	31323307	-8.1691044
cg05318361	4	1166791	ENSG00000178222	4	1078694	-8.1642677
cg04453050	3	51740896	ENSG00000164082	3	51746857	-8.1609559
cg08335389	12	109554302	ENSG00000076555	12	109630215	-8.1599847
cg15090899	6	167178260	ENSG00000071242	6	167071395	8.1584458
cg27137258	16	2892734	ENSG00000172460	16	2891157	-8.157803
cg21375017	3	31988082	ENSG00000144645	3	31909227	-8.1578178
cg18518074	11	64642268	ENSG00000231680	11	64162558	8.1550028
cg13363748	6	143861135	ENSG00000112419	6	144005152	-8.1544739
cg07307484	17	4743324	ENSG00000182557	17	4364243	-8.1520998
cg11870956	6	30657000	ENSG00000204632	6	29796823	8.151733
cg04343971	20	62570648	ENSG00000198276	20	62579477	-8.1511418
cg22177920	2	242051779	ENSG00000115687	2	242067596	8.1510861
cg17886959	16	56642024	ENSG00000125148	16	56642760	-8.1507341
cg25518868	5	140984009	ENSG00000131507	5	141511039	8.1501373
cg00491180	16	2892604	ENSG00000172460	16	2891157	8.1488167
cg13856674	15	93722542	ENSG00000182175	15	93609534	-8.1460125
cg13172359	10	91175318	ENSG00000185745	10	91158024	8.1449771
cg10585661	3	184056570	ENSG00000175182	3	184058888	-8.1435798
cg24395672	17	34344416	ENSG00000167236	17	34342550	8.1427074
cg02540736	14	100774015	ENSG00000197119	14	100765166	8.1410915
cg11239749	6	32781307	ENSG00000241106	6	32782682	8.1400182
cg18786718	16	2868001	ENSG00000162078	16	2884568	-8.1395596
cg06998765	14	75389618	ENSG00000198208	14	75380378	-8.1379495
cg22679406	6	29599283	ENSG00000204681	6	29562579	-8.137626
cg25013095	2	231809672	ENSG00000135898	2	231798907	8.1371506
cg10319053	7	27143322	ENSG00000106004	7	27181979	8.1364193
cg26146308	6	30851884	ENSG00000204580	6	30856065	-8.1360843
cg09539908	8	21996498	ENSG00000168476	8	21997498	-8.1361649
cg05030953	6	31240952	ENSG00000234745	6	31323307	-8.1353142
cg22576236	4	1166885	ENSG00000178222	4	1078694	8.1351065
cg00086577	6	32122894	ENSG00000196126	6	32552085	-8.1307896
cg03127104	6	29599250	ENSG00000204681	6	29562579	8.1274258
cg14126601	2	37384708	ENSG00000055332	2	37355280	-8.1270398
cg03113871	22	31317739	ENSG00000235989	22	31323365	8.1270241
cg19207017	10	104316015	ENSG00000107954	10	105303022	-8.1223807
cg03314604	22	37956293	ENSG00000128283	22	37960933	8.122361
cg17475467	1	55316769	ENSG00000116133	1	55334098	8.1197976
cg04041639	17	80817529	ENSG00000141556	17	80805332	-8.1172736
cg00955482	18	712737	ENSG00000132199	18	692609	8.1174681
cg01274660	7	100465577	ENSG00000087077	7	100467918	-8.1158077
cg14283758	4	299370	ENSG00000250312	4	141082	8.115916
cg24562018	10	468849	ENSG00000151240	10	527906	8.1062903
cg24320673	17	72462234	ENSG00000167851	17	72471744	8.1061601
cg13731761	11	2321732	ENSG00000064201	11	2331328	-8.1034409
cg07423149	1	203156198	ENSG00000133048	1	203151968	8.1031411
cg16469927	5	777417	ENSG00000206077	5	738771	-8.101803
cg05798664	1	36825645	ENSG00000196182	1	36828361	-8.1012182
cg15003158	5	68628383	ENSG00000183323	5	68602319	-8.0995041
cg25119986	3	62304264	ENSG00000114405	3	62313268	-8.0991722
cg07147033	1	1549615	ENSG00000189339	1	1608553	8.0987455
cg26312071	15	90727783	ENSG00000185033	15	90738373	8.0977889
cg24068972	11	60833411	ENSG00000013725	11	60763482	-8.0951805
cg21027517	11	2322459	ENSG00000064201	11	2331328	8.094487
cg11346248	17	33759881	ENSG00000267547	17	33731124	-8.0934681
cg27593250	6	30859936	ENSG00000204580	6	30856065	8.086993
cg16746471	7	86689340	ENSG00000164659	7	86597618	-8.0858911
cg05216056	6	28887788	ENSG00000204713	6	28881272	-8.0851143
cg10850215	6	33048469	ENSG00000223865	6	33049340	-8.082047
cg06803853	16	2234031	ENSG00000007516	16	1391520	8.0803434
cg13519902	3	50639079	ENSG00000114737	3	50646591	-8.0793173
cg07613268	6	31110425	ENSG00000234745	6	31323307	8.0763838
cg17802949	22	40060843	ENSG00000100346	22	40026250	-8.0751184
cg06872185	1	151831096	ENSG00000197747	1	151961128	-8.0712411
cg05222958	19	51224479	ENSG00000105472	19	51227780	-8.0711088
cg19769521	3	13012228	ENSG00000132155	3	12665412	-8.0688096
cg05304729	1	158799976	ENSG00000163568	1	159074580	8.0679853
cg11136562	5	141061237	ENSG00000120318	5	141047378	8.0635124
cg01346718	22	38713826	ENSG00000213923	22	38740612	8.061038
cg19933595	4	146856965	ENSG00000151612	4	146769283	8.0607277
cg13986840	7	130132405	ENSG00000158525	7	129996600	-8.059289
cg09623377	10	82296191	ENSG00000226659	10	82292525	-8.0591186
cg25844590	11	7621508	ENSG00000166387	11	7606443	8.0585532
cg23348764	5	140749834	ENSG00000178913	5	140699193	8.0562449
cg10985055	6	30174131	ENSG00000137312	6	30702998	8.0556363
cg08716584	11	60157113	ENSG00000183134	11	60620928	-8.0519649
cg22352434	19	10226446	ENSG00000244165	19	10224131	-8.0491784
cg15577126	2	218932130	ENSG00000229754	2	218927165	-8.0475342
cg22249529	22	50985797	ENSG00000130487	22	50987956	-8.0475565
cg06032479	6	32552026	ENSG00000196126	6	32552085	8.0472409
cg04239967	17	63534577	ENSG00000168646	17	63541223	8.0471096
cg07561747	1	200983265	ENSG00000116852	1	200965674	8.0464629
cg21226933	9	132252183	ENSG00000204054	9	132260838	-8.0456493
cg25112191	1	151804212	ENSG00000143365	1	151791447	8.0452017
cg21899500	3	51740802	ENSG00000164082	3	51746857	-8.0449397
cg07404352	6	32795705	ENSG00000241106	6	32782682	-8.0434261
cg11963233	18	25754253	ENSG00000170558	18	25644170	8.0432051
cg07970948	7	149543117	ENSG00000181444	7	149465919	8.0431389
cg14116320	19	49232824	ENSG00000105538	19	49233911	-8.0408156
cg09929238	17	78560868	ENSG00000175866	17	79050090	8.0393245
cg23455837	7	157809277	ENSG00000155093	7	157856115	-8.0372718
cg19350216	7	157371176	ENSG00000155093	7	157856115	-8.0372971
cg10128479	1	156465701	ENSG00000132676	1	155683277	-8.0369334
cg10542672	6	31325136	ENSG00000204520	6	31377224	-8.0350623
cg02188185	6	30039524	ENSG00000204632	6	29796823	-8.0316433
cg21777015	19	7733745	ENSG00000104918	19	7734632	-8.0317596
cg20667664	17	38254400	ENSG00000126368	17	38253009	-8.0294184
cg25124402	2	219125701	ENSG00000179921	2	219126400	8.029055
cg02360676	19	418157	ENSG00000129946	19	438789	-8.0274031
cg06795937	5	760613	ENSG00000206077	5	738771	8.0268689
cg03237218	17	33760527	ENSG00000267547	17	33731124	-8.0253621
cg23414861	6	74064064	ENSG00000080007	6	74115881	-8.0226216
cg11133963	17	47297464	ENSG00000108798	17	47294088	-8.0227655
cg07981266	6	30720311	ENSG00000204580	6	30856065	-8.0214101
cg08900043	12	54378848	ENSG00000198353	12	54430264	-8.0201053
cg11344005	22	50987527	ENSG00000130487	22	50987956	8.0201361
cg25217710	1	156609475	ENSG00000160785	1	156173233	-8.0178231
cg01226742	8	37699923	ENSG00000020181	8	37672061	8.0179088
cg13661648	6	33035236	ENSG00000231389	6	33040449	-8.0159779
cg05193538	1	26097943	ENSG00000117643	1	26028328	-8.0148353
cg21785750	7	142428269	ENSG00000211753	7	142428734	-8.013958
cg09432758	19	1649075	ENSG00000176533	19	2606962	-8.0137586
cg12013713	7	139760623	ENSG00000059378	7	139743532	-8.0109171
cg05523662	6	29910101	ENSG00000238024	6	29961184	8.0097903
cg01748892	7	27184619	ENSG00000106004	7	27181979	8.0086947
cg03116258	7	27135214	ENSG00000233429	7	27137575	-8.0080445
cg01668099	11	130026798	ENSG00000196323	11	130140576	8.0083895
cg09849319	5	1494983	ENSG00000153395	5	1490343	8.0040778
cg25910519	7	157389729	ENSG00000155093	7	157856115	-8.0010641
cg12762413	1	228873420	ENSG00000116574	1	228876620	8.0011544
cg08539210	16	90038463	ENSG00000177946	16	90037574	-8.0007822
cg10132208	19	58545542	ENSG00000196724	19	58440006	-7.9993158
cg08881019	1	156096178	ENSG00000160789	1	156081122	-7.9993542
cg27134767	16	89713339	ENSG00000131165	16	89717546	7.9974081
